SA1_CODE21,Education level,Income level,Adaptive Capability Index
1153963,759.0,722.0,0.5776022
1153964,1002.0,995.0,0.7788595
1153965,0.0,0.0,0.0
1153966,980.0,1088.0,0.8065856
1153967,0.0,0.0,0.0
1154001,838.0,964.0,0.7028469
1154002,979.0,999.0,0.77145743
1154003,1021.0,1024.0,0.7975833
1154004,1024.0,1055.0,0.81085235
1154005,1053.0,1067.0,0.82683784
1154006,1009.0,1048.0,0.80227447
1154007,1037.0,1075.0,0.823725
1154008,979.0,1015.0,0.77770257
1154009,1066.0,1032.0,0.8182429
1154010,900.0,985.0,0.7352057
1154011,946.0,962.0,0.74415505
1154012,908.0,1015.0,0.750033
1154013,1065.0,1107.0,0.8471272
1154014,1026.0,1100.0,0.8291962
1154015,1049.0,1099.0,0.83776927
1154016,1001.0,1124.0,0.82882106
1154017,1080.0,1083.0,0.84360516
1154018,1055.0,1018.0,0.8084916
1154019,1010.0,1041.0,0.7999319
1154020,965.0,1068.0,0.7929336
1154021,999.0,1089.0,0.8143804
1154022,976.0,1050.0,0.79019463
1154023,962.0,1035.0,0.7788838
1154024,945.0,894.0,0.7172236
1154025,980.0,1046.0,0.7901922
1154026,1025.0,1033.0,0.80265504
1154027,971.0,1059.0,0.7917589
1154028,967.0,1046.0,0.785126
1154029,1019.0,1073.0,0.81592953
1154030,917.0,964.0,0.7336341
1154031,899.0,993.0,0.7379385
1154032,903.0,1064.0,0.7672101
1154033,985.0,1077.0,0.8042407
1154101,1071.0,1076.0,0.8373655
1154102,992.0,940.0,0.75349474
1154103,978.0,933.0,0.7453066
1154104,994.0,960.0,0.7620806
1154105,963.0,979.0,0.75741565
1154106,990.0,1062.0,0.8003344
1154107,940.0,985.0,0.7507942
1154108,1054.0,1111.0,0.8444016
1154109,1014.0,1064.0,0.81046814
1154110,1045.0,1152.0,0.85689735
1154111,978.0,968.0,0.75896776
1154112,948.0,1009.0,0.76327956
1154113,930.0,1030.0,0.76446146
1154114,1093.0,1147.0,0.87365186
1154201,1079.0,1045.0,0.8283833
1154202,1054.0,1048.0,0.81981146
1154203,1035.0,1064.0,0.81865203
1154204,1002.0,1057.0,0.80305934
1154205,1084.0,1150.0,0.8713155
1154206,1015.0,1031.0,0.79797727
1154207,1018.0,1075.0,0.81632054
1154208,1140.0,1125.0,0.8833813
1154209,1060.0,1143.0,0.85923016
1154210,1083.0,1113.0,0.85648394
1154211,1149.0,1161.0,0.90094024
1154212,938.0,1022.0,0.7644566
1154213,1143.0,1138.0,0.8896246
1154214,1079.0,1090.0,0.8459477
1154215,0.0,0.0,0.0
1154216,1120.0,1144.0,0.8830031
1154217,1137.0,1235.0,0.92514735
1154218,989.0,1044.0,0.7929189
1154219,1008.0,993.0,0.7804171
1154220,962.0,979.0,0.75702596
1154221,1100.0,1144.0,0.8752089
1154222,1109.0,1175.0,0.8908162
1154223,1134.0,1154.0,0.89236236
1154224,1063.0,1108.0,0.8467381
1154225,1108.0,1176.0,0.8908168
1154226,1092.0,1147.0,0.87326217
1154227,1134.0,1174.0,0.9001687
1154228,1081.0,1122.0,0.8592174
1154229,918.0,1040.0,0.76368815
1154230,1073.0,1112.0,0.85219646
1154231,1104.0,1140.0,0.8752065
1154232,1102.0,1205.0,0.89979786
1154233,1146.0,1236.0,0.9290451
1154234,1100.0,1159.0,0.8810637
1154235,1098.0,1134.0,0.8705263
1154301,850.0,875.0,0.6727849
1154302,907.0,861.0,0.689534
1154303,906.0,952.0,0.72466344
1154304,919.0,893.0,0.7067008
1154305,900.0,873.0,0.6914899
1154306,934.0,1042.0,0.77070415
1154307,882.0,765.0,0.6423205
1154308,790.0,803.0,0.62129915
1154309,988.0,1060.0,0.79877436
1154310,947.0,1075.0,0.788651
1154311,849.0,801.0,0.64351153
1154312,877.0,856.0,0.67589104
1154313,881.0,839.0,0.67081445
1154314,895.0,948.0,0.7188153
1154315,933.0,976.0,0.7445533
1154316,965.0,971.0,0.7550725
1154317,1046.0,1087.0,0.8319162
1154318,835.0,838.0,0.6524974
1154319,842.0,852.0,0.6606899
1154320,0.0,0.0,0.0
1154321,1002.0,1095.0,0.8178915
1154322,973.0,1070.0,0.79683185
1154323,915.0,1042.0,0.76329964
1154324,926.0,1000.0,0.75119305
1154325,961.0,1064.0,0.7898134
1154326,934.0,1088.0,0.78865886
1154327,880.0,845.0,0.6727667
1154328,1003.0,1054.0,0.80227804
1154329,931.0,1011.0,0.7574351
1154330,889.0,1015.0,0.7426285
1154401,1026.0,1043.0,0.80694795
1154402,979.0,1021.0,0.78004444
1154403,1022.0,975.0,0.77884734
1154404,1007.0,1066.0,0.8085208
1154405,920.0,1002.0,0.7496354
1154406,1101.0,1052.0,0.8396892
1154407,924.0,916.0,0.7176267
1154408,997.0,1014.0,0.78432703
1154409,919.0,967.0,0.7355845
1154410,947.0,919.0,0.72776103
1154411,1050.0,1072.0,0.82762027
1154412,995.0,1035.0,0.79174435
1154413,790.0,876.0,0.64979255
1154414,1003.0,1050.0,0.80071676
1154415,933.0,975.0,0.74416304
1154416,894.0,887.0,0.6946161
1154417,914.0,938.0,0.7223166
1154418,1085.0,1084.0,0.84594405
1154419,953.0,1001.0,0.7621056
1154420,958.0,1034.0,0.7769347
1154421,864.0,953.0,0.7086859
1154501,815.0,755.0,0.6123066
1154502,812.0,820.0,0.6365083
1154503,791.0,803.0,0.62168884
1154504,961.0,1062.0,0.78903276
1154505,933.0,1067.0,0.78007245
1154506,846.0,937.0,0.6954259
1154507,788.0,894.0,0.6560389
1154508,860.0,903.0,0.687611
1154509,913.0,986.0,0.7406623
1154510,845.0,923.0,0.68957174
1154511,979.0,1080.0,0.8030733
1154512,915.0,961.0,0.73168373
1154513,842.0,926.0,0.6895735
1154514,890.0,913.0,0.7032056
1154515,842.0,914.0,0.68488973
1154516,826.0,829.0,0.6454771
1154517,818.0,949.0,0.68919784
1154518,869.0,942.0,0.7063409
1154519,954.0,950.0,0.74258894
1154520,844.0,927.0,0.6907433
1154521,0.0,0.0,0.0
1154522,908.0,976.0,0.73481053
1154523,861.0,930.0,0.6985394
1154524,826.0,846.0,0.6521126
1154525,853.0,913.0,0.68878627
1154526,1008.0,1116.0,0.8284265
1154527,885.0,977.0,0.7262375
1154528,849.0,854.0,0.6641985
1154529,825.0,774.0,0.6236198
1154530,996.0,1010.0,0.78237605
1154531,948.0,1048.0,0.778502
1154532,839.0,876.0,0.66888845
1154533,795.0,879.0,0.6529121
1154534,1028.0,879.0,0.74371487
1154535,844.0,884.0,0.67395955
1154536,801.0,875.0,0.653689
1154537,995.0,1157.0,0.83936334
1154601,980.0,1012.0,0.7769213
1154602,1022.0,1082.0,0.8206116
1154603,803.0,780.0,0.61738807
1154604,819.0,835.0,0.64509106
1154605,789.0,771.0,0.6084192
1154606,885.0,905.0,0.6981344
1154607,758.0,582.0,0.5225677
1154608,0.0,0.0,0.0
1154609,837.0,875.0,0.66771865
1154610,922.0,945.0,0.7281666
1154611,0.0,0.0,0.0
1154612,793.0,779.0,0.61310065
1154613,870.0,933.0,0.70321774
1154614,970.0,1016.0,0.7745854
1154615,839.0,866.0,0.6649852
1154616,0.0,0.0,0.0
1154617,837.0,935.0,0.6911379
1154618,0.0,0.0,0.0
1154619,572.0,532.0,0.4305653
1154620,913.0,984.0,0.73988163
1154621,986.0,939.0,0.75076616
1154622,806.0,913.0,0.67046976
1154623,818.0,864.0,0.65602064
1154624,732.0,663.0,0.5440511
1154625,848.0,890.0,0.6778603
1154626,789.0,888.0,0.6540867
1154627,0.0,0.0,0.0
1154628,0.0,0.0,0.0
1154629,872.0,873.0,0.68057793
1154630,883.0,899.0,0.69501305
1154631,875.0,949.0,0.7114114
1154632,845.0,951.0,0.7005007
1154701,935.0,981.0,0.74728435
1154702,946.0,957.0,0.7422035
1154703,808.0,883.0,0.6595396
1154704,922.0,974.0,0.73948586
1154705,895.0,966.0,0.72584105
1154706,0.0,0.0,0.0
1154707,933.0,956.0,0.7367469
1154708,931.0,994.0,0.75079966
1154709,963.0,914.0,0.7320448
1154710,971.0,924.0,0.7390657
1154711,877.0,946.0,0.7110199
1154801,1108.0,935.0,0.7967497
1154802,1006.0,864.0,0.72928643
1154803,1131.0,955.0,0.8135195
1154804,1069.0,834.0,0.7421286
1154805,1089.0,939.0,0.7909065
1154806,1026.0,902.0,0.75191283
1154807,1078.0,887.0,0.76632303
1154808,1137.0,940.0,0.8100029
1154809,1134.0,926.0,0.80336934
1154810,977.0,881.0,0.7246202
1154811,1099.0,928.0,0.79051006
1154812,999.0,778.0,0.6929909
1154813,1057.0,865.0,0.749552
1154814,1078.0,888.0,0.7667134
1154815,1092.0,804.0,0.7393824
1154816,1093.0,862.0,0.76241064
1154817,0.0,0.0,0.0
1154818,0.0,0.0,0.0
1154819,944.0,891.0,0.71566296
1154820,1020.0,961.0,0.7726034
1154821,1090.0,856.0,0.7588996
1154822,1106.0,911.0,0.7866026
1154823,1105.0,963.0,0.80650955
1154824,1105.0,902.0,0.78270006
1154825,1097.0,861.0,0.7635792
1154826,1126.0,958.0,0.8127419
1154827,1105.0,862.0,0.7670872
1154828,1034.0,801.0,0.7156082
1154829,1079.0,900.0,0.77178687
1154830,1068.0,895.0,0.76554847
1154831,0.0,0.0,0.0
1154832,1092.0,854.0,0.75889844
1154833,1126.0,927.0,0.80064195
1154834,1143.0,1036.0,0.849812
1154901,1082.0,959.0,0.79598486
1154902,972.0,719.0,0.6594398
1154903,1069.0,888.0,0.76320595
1154904,1084.0,910.0,0.7776387
1154905,991.0,974.0,0.76637596
1154906,1042.0,917.0,0.76400304
1154907,960.0,880.0,0.7176048
1154908,930.0,871.0,0.70240057
1154909,1170.0,1157.0,0.9075629
1154910,1088.0,818.0,0.74328804
1154911,1005.0,868.0,0.730458
1154912,1071.0,1057.0,0.82994944
1154913,960.0,928.0,0.73634017
1154914,1056.0,1034.0,0.8151264
1154915,1087.0,1068.0,0.84047836
1154916,1002.0,961.0,0.76558864
1154917,1040.0,871.0,0.7452688
1154918,1099.0,1085.0,0.8517903
1154919,1048.0,846.0,0.7386285
1154920,1054.0,859.0,0.746041
1154921,994.0,861.0,0.7234389
1154922,1035.0,865.0,0.74097836
1154923,1062.0,810.0,0.730033
1154924,941.0,670.0,0.6282331
1154925,1103.0,999.0,0.81978166
1154926,988.0,941.0,0.75232625
1154927,1085.0,847.0,0.75343823
1154928,1116.0,1058.0,0.8478768
1154929,992.0,894.0,0.73554003
1154930,1124.0,1083.0,0.86075246
1154931,999.0,961.0,0.76441944
1154932,1079.0,812.0,0.7374387
1154933,1011.0,987.0,0.7792443
1154934,1107.0,1066.0,0.847492
1154935,1090.0,964.0,0.8010542
1155001,929.0,1033.0,0.7652427
1155002,907.0,1018.0,0.75081426
1155003,839.0,934.0,0.691527
1155004,961.0,905.0,0.7277525
1155005,996.0,1023.0,0.7874502
1155006,913.0,907.0,0.709827
1155007,967.0,1028.0,0.77810013
1155008,875.0,901.0,0.69267607
1155009,997.0,1039.0,0.794085
1155010,955.0,1045.0,0.7800591
1155011,996.0,1034.0,0.79174376
1155012,895.0,992.0,0.7359894
1155013,902.0,927.0,0.7133466
1155014,966.0,972.0,0.7558525
1155015,956.0,1014.0,0.7683489
1155016,944.0,1045.0,0.7757722
1155017,921.0,1000.0,0.74924445
1155018,1021.0,1036.0,0.80226713
1155019,945.0,994.0,0.7562556
1155020,961.0,983.0,0.7581975
1155021,982.0,1045.0,0.7905813
1155022,902.0,1013.0,0.74691415
1155023,941.0,1029.0,0.768358
1155024,967.0,1045.0,0.7847356
1155025,966.0,1021.0,0.77497816
1155026,992.0,1045.0,0.7944784
1155027,969.0,1097.0,0.80581164
1155028,831.0,869.0,0.6630385
1155029,989.0,1111.0,0.81907034
1155030,862.0,967.0,0.7133709
1155031,922.0,959.0,0.733631
1155032,0.0,0.0,0.0
1155033,963.0,1035.0,0.7792735
1155034,1001.0,1060.0,0.8038406
1155035,967.0,981.0,0.75975513
1155036,915.0,964.0,0.73285466
1155037,843.0,901.0,0.6802052
1155038,964.0,980.0,0.75819564
1155039,970.0,1054.0,0.7894176
1155040,900.0,951.0,0.72193485
1155041,0.0,0.0,0.0
1155101,1016.0,1122.0,0.83388615
1155102,1026.0,1109.0,0.8327091
1155103,1043.0,1111.0,0.84011483
1155104,999.0,1030.0,0.79135156
1155105,996.0,1102.0,0.81828547
1155106,994.0,1116.0,0.8229705
1155107,959.0,1072.0,0.7921566
1155108,1029.0,1079.0,0.8221686
1155201,899.0,781.0,0.6551907
1155202,892.0,858.0,0.6825174
1155203,890.0,912.0,0.70281523
1155204,878.0,884.0,0.6872097
1155205,863.0,851.0,0.6684835
1155206,977.0,1062.0,0.7952682
1155207,904.0,991.0,0.7391065
1155208,821.0,853.0,0.6528963
1155209,872.0,788.0,0.64740074
1155210,846.0,913.0,0.6860583
1155211,920.0,1030.0,0.7605643
1155212,830.0,932.0,0.68723893
1155213,902.0,924.0,0.7121756
1155214,832.0,933.0,0.6884087
1155215,0.0,0.0,0.0
1155216,865.0,866.0,0.67511773
1155217,934.0,987.0,0.7492365
1155218,924.0,906.0,0.71372354
1155219,931.0,994.0,0.75079966
1155220,897.0,933.0,0.71373993
1155221,935.0,933.0,0.728549
1155301,1126.0,1046.0,0.84709007
1155302,0.0,0.0,0.0
1155303,1133.0,962.0,0.81703115
1155304,1104.0,1141.0,0.87559676
1155305,1131.0,977.0,0.82210654
1155306,1092.0,1065.0,0.84125596
1155307,1108.0,1166.0,0.88691366
1155308,1116.0,988.0,0.8205544
1155309,1127.0,1148.0,0.8872924
1155310,1124.0,1144.0,0.884562
1155311,1140.0,1089.0,0.8693298
1155312,1100.0,1121.0,0.86623156
1155313,1095.0,1128.0,0.86701524
1155314,1097.0,1129.0,0.868185
1155315,1150.0,1163.0,0.9021106
1155316,1081.0,1125.0,0.86038834
1155317,1159.0,1051.0,0.8619021
1155401,1114.0,1129.0,0.8748101
1155402,1120.0,1181.0,0.89744496
1155403,1121.0,1160.0,0.889638
1155404,1167.0,1226.0,0.9333259
1155405,1130.0,1194.0,0.9064163
1155406,1125.0,1173.0,0.896271
1155407,1126.0,1185.0,0.90134454
1155408,1143.0,1181.0,0.90640837
1155409,1114.0,1160.0,0.88691
1155410,1112.0,1132.0,0.87520164
1155411,1122.0,1148.0,0.88534385
1155412,1052.0,875.0,0.7515067
1155413,0.0,0.0,0.0
1155501,1091.0,1182.0,0.8865337
1155502,1126.0,1193.0,0.9044671
1155503,1097.0,1112.0,0.8615495
1155504,1081.0,975.0,0.8018403
1155505,1082.0,1058.0,0.83462656
1155506,1125.0,1168.0,0.8943194
